lada,ciudad,estado
356,Tinaja de Vargas,Michoacán
356,Yurécuaro,Michoacán
359,El Colorado (Zerecuato),Michoacán
359,Guandaro,Michoacán
359,La Luz,Michoacán
359,Numerán,Michoacán
359,Patambarillo,Michoacán
359,Penjamillo,Michoacán
359,San Antonio Carupo,Michoacán
359,San José de Rábago,Michoacán
359,Santa Fe del Río,Michoacán
359,Tirimácuaro (Valanciana),Michoacán
359,Zinaparo,Michoacán
359,Ziquitaro,Michoacán
381,Cojumatlán,Michoacán
381,El Sabino,Michoacán
381,Ojo de Rana,Michoacán
381,Palo Alto,Michoacán
381,San José de Gracia,Michoacán
381,San Miguel,Michoacán
383,Chavinda,Michoacán
383,El Platanal,Michoacán
383,La Cuestita,Michoacán
383,La Esperanza,Michoacán
383,Las Zarquillas,Michoacán
383,Los Hucuares,Michoacán
383,Santiago Tangamandapio,Michoacán
383,Tarecuato,Michoacán
383,Telonzo,Michoacán
383,Villamar,Michoacán
393,Ibarra,Michoacán
394,Cotija de la Paz,Michoacán
394,El Barrio,Michoacán
394,Vista Hermosa,Michoacán
421,Epitacio Huerta,Michoacán
422,Ario de Rosales,Michoacán
422,Gabriel Zamora (Lombardia),Michoacán
422,Nuevo Urecho,Michoacán
422,Taretán,Michoacán
423,Ahuirán,Michoacán
423,Arantepacua,Michoacán
423,Charapan,Michoacán
423,Cherán,Michoacán
423,Cherán Atzicuirin,Michoacán
423,Comachuen,Michoacán
423,Nahuatzen,Michoacán
423,Nurio,Michoacán
423,Ocumicho,Michoacán
423,Paracho,Michoacán
423,Quinceo,Michoacán
423,San Andrés Coru,Michoacán
423,San Francisco Pichataro,Michoacán
423,Santiago Tingambato,Michoacán
423,Sevina,Michoacán
423,Tanaco,Michoacán
423,Turicuaro,Michoacán
423,Ziracuaretiro,Michoacán
424,Coalcoman,Michoacán
424,El Ahuaje,Michoacán
424,Plaza Vieja,Michoacán
424,Tepalcatepec,Michoacán
425,Antunez,Michoacán
425,Churumuco de Morelos,Michoacán
425,Condembaro,Michoacán
425,El Chauz,Michoacán
425,El Letrero,Michoacán
425,Gambara,Michoacán
425,La Huacana,Michoacán
425,Nueva Italia,Michoacán
425,Parácuaro,Michoacán
425,Poturo,Michoacán
425,Tancítaro,Michoacán
425,Uspero (Reynosa),Michoacán
425,Zicuiran,Michoacán
426,Aguililla,Michoacán
426,Buenavista Tomatlán,Michoacán
426,Catalinas (Francisco Villa),Michoacán
426,Dieciocho de Marzo,Michoacán
426,El Terrero,Michoacán
426,Felipe Carrillo Puerto (La Ruana),Michoacán
426,General Lázaro Cardenas,Michoacán
426,Pizándaro,Michoacán
426,Punta del Agua,Michoacán
426,Santa Ana Amatlán,Michoacán
434,Acuitzio del Canje,Michoacán
434,Cuanajo,Michoacán
434,El Pedregal,Michoacán
434,Erongaicuaro,Michoacán
434,Fontezuelas,Michoacán
434,Huiramba,Michoacán
434,Ihuatzio,Michoacán
434,Jarácuaro,Michoacán
434,Lagunillas,Michoacán
434,Pátzcuaro,Michoacán
434,Puacuaro,Michoacán
434,Santa Clara del Cobre,Michoacán
434,Santa María Huiramangaro (San Juan),Michoacán
434,Tzintzuntzan,Michoacán
434,Zirahuén,Michoacán
435,Angao de los Herrera,Michoacán
435,El Rosario,Michoacán
435,Huetamo,Michoacán
435,Salguero,Michoacán
435,San Lucas,Michoacán
435,Turitzio,Michoacán
436,Cantabria,Michoacán
436,La Escondida,Michoacán
436,San Antonio Tariacuri,Michoacán
436,Tarejero,Michoacán
436,Tirindaro,Michoacán
436,Zacapu,Michoacán
438,Batuecas,Michoacán
438,El Granjenal,Michoacán
438,El Pueblito,Michoacán
438,Galeana,Michoacán
438,Heroes de Chapultepec,Michoacán
438,Isaac Arriaga (Santa Ana Mance),Michoacán
438,Janambo,Michoacán
438,Janamuato,Michoacán
438,La Barranca,Michoacán
438,La Calera (Nacimientos),Michoacán
438,La Excusa,Michoacán
438,Las Ranas,Michoacán
438,Mancera,Michoacán
438,Manuel Villalongín,Michoacán
438,Pastor Ortiz,Michoacán
438,Puruándiro,Michoacán
438,San José Huipana,Michoacán
438,San Lorenzo,Michoacán
438,San Martín,Michoacán
438,San Nicolás,Michoacán
438,Santa Clara,Michoacán
438,Tres Mezquites,Michoacán
438,Villa Morelos,Michoacán
438,Villachuato,Michoacán
438,Zapote de Parras,Michoacán
443,Capula,Michoacán
443,Chucándiro,Michoacán
443,Cuto de la Esperanza,Michoacán
443,Cuto del Porvenir,Michoacán
443,Iratzio,Michoacán
443,La Palma (Las Palmas),Michoacán
443,Morelia,Michoacán
443,Salto de Tepuxtepec (Tepuxtepec),Michoacán
443,San Bernabe,Michoacán
443,San Pedro de los Sauces,Michoacán
443,Santiago Undameo,Michoacán
443,Tarímbaro,Michoacán
443,Tejaro de los Izquierdo (Tejaro),Michoacán
443,Tiripetio,Michoacán
443,Tungareo,Michoacán
443,Tziritzicuaro (Nativitas),Michoacán
443,Uruetaro,Michoacán
447,Apeo,Michoacán
447,Contepec,Michoacán
447,Maravatío,Michoacán
447,Santiago Puriatzicuaro,Michoacán
447,Uripitio,Michoacán
447,Venta de Bravo,Michoacán
451,Araro,Michoacán
451,Charo,Michoacán
451,Estación Queréndaro,Michoacán
451,Heriberto Jara (La Presa),Michoacán
451,Indaparapeo,Michoacán
451,La Goleta,Michoacán
451,Otzumatlan (Rio de Parras),Michoacán
451,Pueblo Viejo,Michoacán
451,Queréndaro,Michoacán
451,San Bernardo,Michoacán
451,San Lucas Pío,Michoacán
451,San Miguel Buenavista,Michoacán
451,San Miguel Taimeo (Taimeo),Michoacán
451,Santa Clara del Tule,Michoacán
451,Unión de Progreso (Lomas de Ira),Michoacán
451,Valle de Juárez (Jerahuaro),Michoacán
451,Zinapécuaro,Michoacán
451,Zurumbeneo,Michoacán
452,Ampliación los Angeles,Michoacán
452,Capacuaro,Michoacán
452,Corupo,Michoacán
452,Jucatacato,Michoacán
452,Nuevo San Juan Parangaricutiro,Michoacán
452,San Lorenzo,Michoacán
452,Santa Ana Zirosto,Michoacán
452,Tumbiscatio de Ruiz,Michoacán
452,Uruapan,Michoacán
453,Apatzingán,Michoacán
453,Cenobio Moreno (Las Colonias),Michoacán
453,La Parota,Michoacán
453,Pareo,Michoacán
453,Presa del Rosario,Michoacán
453,San José de Chila,Michoacán
453,San Juan de los Platanos,Michoacán
454,Agua Caliente (Ojo de Agua),Michoacán
454,Angamacutiro,Michoacán
454,Bellas Fuentes,Michoacán
454,Caurio de Guadalupe (Cabrio),Michoacán
454,Coeneo de la Libertad,Michoacán
454,Comanja,Michoacán
454,Copandaro,Michoacán
454,Copandaro Rancho Nuevo,Michoacán
454,Curimeo,Michoacán
454,El Fresno de la Reforma,Michoacán
454,El Maluco,Michoacán
454,Huaniqueo de Morales,Michoacán
454,La Cañada,Michoacán
454,Panindicuaro,Michoacán
454,Puerta de Tierra,Michoacán
454,Quiroga,Michoacán
454,San Agustín del Maíz,Michoacán
454,San Andrés Zirondaro,Michoacán
454,San Miguel Epejan,Michoacán
454,Santa Fé de la Laguna,Michoacán
454,Santiago Conguripo,Michoacán
454,Villa Jiménez,Michoacán
455,Álvaro Obregón,Michoacán
455,Capacho,Michoacán
455,Chupicuaro,Michoacán
455,Cuamío,Michoacán
455,Cuaracurio,Michoacán
455,Cuitzeo del Porvenir,Michoacán
455,Huandacareo,Michoacán
455,Las Trojes,Michoacán
455,Mariano Escobedo,Michoacán
455,Puerto de Cabras,Michoacán
455,Rancho La Begonia,Michoacán
455,Rancho Nuevo,Michoacán
455,San Juan Benito Juárez,Michoacán
455,Santa Ana Maya,Michoacán
459,Carácuaro,Michoacán
459,Chupío,Michoacán
459,Etucuaro,Michoacán
459,Papatzindan de Romero (El Limón),Michoacán
459,Paso de Nuñez,Michoacán
459,Pedernales,Michoacán
459,Puruarán,Michoacán
459,San Juan de Viña,Michoacán
459,Tacámbaro,Michoacán
459,Tafetán,Michoacán
459,Tecario,Michoacán
459,Tiquicheo,Michoacán
459,Turicato,Michoacán
459,Tzitzio,Michoacán
459,Villa Madero,Michoacán
459,Yoricostio (La Villita),Michoacán
471,Acuitzeramo,Michoacán
471,La Yerbabuena,Michoacán
471,Purépero,Michoacán
471,Tlazazalca,Michoacán
711,Tlalpujahua,Michoacán
715,Angangueo,Michoacán
715,Jungapeo,Michoacán
715,Ocampo,Michoacán
715,Zirahuato de Los Bernal,Michoacán
715,Zitacuaro,Michoacán
753,Acalpican de Morelos,Michoacán
753,Arteaga,Michoacán
753,Bahía Bufadero,Michoacán
753,Buenos Aires,Michoacán
753,Ciudad Lázaro Cárdenas,Michoacán
753,La Mira,Michoacán
753,Las Guacamayas,Michoacán
753,Morelos de Infiernillo,Michoacán
753,Playa Azul,Michoacán
786,Agostitlán,Michoacán
786,Aporo,Michoacán
786,Benito Juárez,Michoacán
786,Ciudad Hidalgo,Michoacán
786,Huajumbaro,Michoacán
786,Irimbo,Michoacán
786,Las Grutas,Michoacán
786,Melchor Ocampo (Paso de Tierra),Michoacán
786,Parícuaro,Michoacán
786,Puente de Tierra,Michoacán
786,Rincón de San Jeronimo,Michoacán
786,San Andrés La Venta,Michoacán
786,San Antonio Villalongín,Michoacán
786,San Bartolo Cuitareo (Cuitareo),Michoacán
786,San Lucas Huarirapeo,Michoacán
786,San Matías Grande,Michoacán
786,San Pedro Jácuaro (Las Joyas),Michoacán
786,Senguio,Michoacán
786,Susupuato de Guerrero,Michoacán
786,Tupataro,Michoacán
786,Tuxpan,Michoacán
786,Tuzantla,Michoacán
786,Tzintzingareo,Michoacán
731,Amayuca,Morelos
731,Chalcatzingo,Morelos
731,Huecahuasco,Morelos
731,Huejotengo (San Marcos),Morelos
731,Jumiltepec,Morelos
731,Ocuituco,Morelos
731,San Andrés Hueyapán,Morelos
731,Tecajec,Morelos
731,Tetela del Volcán,Morelos
731,Tlacotepec,Morelos
731,Yecapixtla,Morelos
731,Zacualpan,Morelos
734,Acamilpa,Morelos
734,Ahuehuetzingo,Morelos
734,Jojutla,Morelos
734,Nexpa,Morelos
734,Pedro Amaro,Morelos
734,San José Vistahermosa,Morelos
734,Santa Rosa Treinta,Morelos
734,Tehuixtla,Morelos
734,Tequesquitengo,Morelos
734,Ticumán,Morelos
734,Tlaltizapan,Morelos
734,Tlaquiltenango,Morelos
734,Tlatenchi,Morelos
734,U. H. J. Ma. Morelos y Pavón,Morelos
734,Xoxocotla,Morelos
734,Zacatepec de Hidalgo,Morelos
735,Atlatlahucán,Morelos
735,Chinameca,Morelos
735,Ciudad Ayala,Morelos
735,Cocoyoc,Morelos
735,Cuautla,Morelos
735,Felipe Neri (Cuatepec),Morelos
735,Jonacatepec,Morelos
735,Juan Morales,Morelos
735,Kunetzin de los Volcanes,Morelos
735,Lázaro Cárdenas (El Empalme),Morelos
735,Moyotepec,Morelos
735,Oacalco,Morelos
735,Oaxtepec,Morelos
735,Parque Industrial Cuautla,Morelos
735,San Isidro,Morelos
735,San Vicente de Juárez (Las Piedras),Morelos
735,Tenextepango,Morelos
735,Tlalnepantla,Morelos
735,Tlayacapan,Morelos
735,Tlayca,Morelos
735,Tlayecac,Morelos
735,Totolapan,Morelos
735,Xaloxtoc,Morelos
735,Yautepec,Morelos
737,Coatetelco,Morelos
737,El Rodeo,Morelos
737,Miacatlán,Morelos
737,Palpan de Baranda,Morelos
737,Xochicalco (Cirenio Longares),Morelos
739,Amatlán de Quetzalcoatl,Morelos
739,Coajomulco,Morelos
739,Huitzilac,Morelos
739,San Juan Tlacotenco,Morelos
739,"Santa Catarina, Morelos",Morelos
739,Tepoztlán,Morelos
751,Amacuzac,Morelos
751,Coahuixtla,Morelos
751,Coatlán del Río,Morelos
751,Cuahuchichinola,Morelos
751,Huajintlán,Morelos
751,Michapa,Morelos
751,Puente de Ixtla,Morelos
751,San Gabriel Las Palmas,Morelos
751,Tetecala,Morelos
751,Tilzapotla,Morelos
769,Axochiapan,Morelos
769,Huitchila,Morelos
769,Ixtlilco El Grande,Morelos
769,Marcelino Rodríguez (San Ignacio),Morelos
769,Quebrantadero (San José),Morelos
769,Telixtac,Morelos
769,Tepalcingo,Morelos
777,Cuentepec,Morelos
777,Cuernavaca,Morelos
777,Emiliano Zapata,Morelos
777,Jiutepec,Morelos
777,La Joya,Morelos
777,Monte Casino (Piamonte y Ensueñ),Morelos
777,San Agustín Tetlama,Morelos
777,Santa Fe,Morelos
777,Temixco,Morelos
777,Tetecalita,Morelos
777,Xochitepec,Morelos
236,Cuicatlán,Oaxaca
236,Huautla de Jiménez,Oaxaca
236,San Andrés Hidalgo,Oaxaca
236,Santa María Tecomavaca,Oaxaca
236,Teotitlán de Flores Magón,Oaxaca
274,Acatlán de Pérez Figueroa,Oaxaca
274,Temascal,Oaxaca
274,Tetela,Oaxaca
274,Vicente Camalote,Oaxaca
281,Loma Bonita,Oaxaca
283,Ayotzintepec,Oaxaca
283,Lombardo de Caso,Oaxaca
283,San Juan Bautista Valle Nacional,Oaxaca
287,Benemérito Juárez (Palo Gacho),Oaxaca
287,Camelia Roja,Oaxaca
287,El Edén,Oaxaca
287,Papaloapam,Oaxaca
287,San Felipe Jalapa de Díaz,Oaxaca
287,San José Chiltepec,Oaxaca
287,San Juan Bautista de Matamoros,Oaxaca
287,San Lucas Ojitlán,Oaxaca
287,San Pedro Ixtacatlán,Oaxaca
287,Tuxtepec,Oaxaca
741,Santo Domingo Armenta,Oaxaca
757,Zapotitlán Lagunas,Oaxaca
924,El Porvenir,Oaxaca
951,Abejones,Oaxaca
951,Agua del Espino,Oaxaca
951,Asunción Nochixtlán,Oaxaca
951,Ayoquezco de Aldama,Oaxaca
951,Capulalpam de Méndez,Oaxaca
951,Coatecas Altas,Oaxaca
951,Cuajimoloyas (San Antonio Cuaji),Oaxaca
951,Ejutla de Crespo,Oaxaca
951,El Rosario,Oaxaca
951,Guegovela,Oaxaca
951,Ixtlán de Juárez,Oaxaca
951,Magdalena Teitipac,Oaxaca
951,Miahuatlán,Oaxaca
951,Mitla,Oaxaca
951,Oaxaca de Juárez,Oaxaca
951,Ocotlán de Morelos,Oaxaca
951,Reyes Mantecón,Oaxaca
951,San Agustín Amatengo,Oaxaca
951,San Agustín Etla,Oaxaca
951,San Andrés Huayapam,Oaxaca
951,San Andrés Sinaxtla,Oaxaca
951,San Andrés Zabache,Oaxaca
951,San Baltazar Chichicapam,Oaxaca
951,San Baltazar Guelavila,Oaxaca
951,San Bartolo Coyotepec,Oaxaca
951,San Bartolomé Zoogocho,Oaxaca
951,San Bernardo Mixtepec,Oaxaca
951,San Cristobal Amatlán,Oaxaca
951,San Dionisio Ocotepec,Oaxaca
951,San Francisco Yatee,Oaxaca
951,San Ildefonso Villa Alta,Oaxaca
951,San Jerónimo Tlacochahuaya,Oaxaca
951,San José del Progreso,Oaxaca
951,San Juan Atepec,Oaxaca
951,San Juan Chilateca,Oaxaca
951,San Juan del Estado,Oaxaca
951,San Juan del Río,Oaxaca
951,San Juan Quiotepec,Oaxaca
951,San Lorenzo Cacaotepec,Oaxaca
951,San Lucas Quiavini,Oaxaca
951,San Martín Tilcajete,Oaxaca
951,San Mateo Sindihui,Oaxaca
951,San Miguel del Valle,Oaxaca
951,San Miguel Sola de Vega,Oaxaca
951,San Nicolás,Oaxaca
951,San Pablo Huitzo,Oaxaca
951,San Pablo Huixtepec,Oaxaca
951,San Pablo Macuiltianguis,Oaxaca
951,San Pedro Apóstol,Oaxaca
951,San Pedro Cajonos,Oaxaca
951,San Pedro Ixtlahuaca,Oaxaca
951,San Pedro Totolapa,Oaxaca
951,San Pedro y San Pablo Ayutla,Oaxaca
951,San Pedro Yolox,Oaxaca
951,San Raymundo Jalpan,Oaxaca
951,San Vicente Coatlán,Oaxaca
951,Santa Ana Tlapacoyan,Oaxaca
951,Santa Ana Yareni,Oaxaca
951,Santa Ana Zegache,Oaxaca
951,Santa Catarina Cuixtla,Oaxaca
951,Santa Catarina Minas,Oaxaca
951,Santa Cruz Amilpas,Oaxaca
951,Santa Cruz Mixtepec,Oaxaca
951,Santa Cruz Papalutla,Oaxaca
951,Santa Cruz Xitla,Oaxaca
951,Santa Cruz Xoxocotlán,Oaxaca
951,Santa Gertrudis,Oaxaca
951,Santa Inés Yatzeche,Oaxaca
951,Santa Lucía Ocotlán,Oaxaca
951,Santa María Atzompa,Oaxaca
951,Santa María Chachoapam,Oaxaca
951,Santa María del Tule,Oaxaca
951,Santa María Guelace,Oaxaca
951,Santa María Zoquitlán,Oaxaca
951,Santa Martha Chichihualtepec,Oaxaca
951,Santiago Matatlán,Oaxaca
951,Santo Domingo Xagacia,Oaxaca
951,Santo Domingo Yanhuitlán,Oaxaca
951,Santo Tomás Mazaltepec,Oaxaca
951,Soledad Etla,Oaxaca
951,Teococuilco de Marcos Pérez,Oaxaca
951,Teotitlán del Valle,Oaxaca
951,Tlacolula de Matamoros,Oaxaca
951,Trapiche de Santa Cruz,Oaxaca
951,Trinidad de Viguera,Oaxaca
951,Trinidad Zaachila,Oaxaca
951,Villa de Etla,Oaxaca
951,Villa Hidalgo,Oaxaca
951,Villa Talea de Castro,Oaxaca
951,Yogana,Oaxaca
951,Zaachila,Oaxaca
951,Zimatlán de Alvarez,Oaxaca
953,Asunción Atoyaquillo,Oaxaca
953,Chalcatongo de Hidalgo,Oaxaca
953,Ciudad de Huajuapan de León,Oaxaca
953,Coicoyan de Las Flores,Oaxaca
953,Guadalupe de Cisneros,Oaxaca
953,Guadalupe de Ramírez,Oaxaca
953,Guadalupe la Huertilla,Oaxaca
953,Ixpantepec Nieves,Oaxaca
953,Mariscala de Juárez,Oaxaca
953,Mesones Hidalgo San José,Oaxaca
953,Putla Villa de Guerrero,Oaxaca
953,San Agustín Atenango,Oaxaca
953,San Antonino Monte Verde,Oaxaca
953,San Jorge Nuchita,Oaxaca
953,San Juan Bautista Coixtlahuaca,Oaxaca
953,San Juan Lagunas,Oaxaca
953,San Juan Mixtepec -distr. 08-,Oaxaca
953,San Marcos Arteaga,Oaxaca
953,San Martín Peras,Oaxaca
953,San Miguel Ahuehuetitlán,Oaxaca
953,San Miguel El Grande,Oaxaca
953,San Miguel Tlacotepec,Oaxaca
953,San Nicolás Hidalgo,Oaxaca
953,San Pedro y San Pablo Teposcolula,Oaxaca
953,San Sebastián del Monte,Oaxaca
953,San Sebatían Nicananduta,Oaxaca
953,Santa Catarina Ticua,Oaxaca
953,Santa Cruz (Santa Cruz Mixtepex),Oaxaca
953,Santa Cruz Tacache de Mina,Oaxaca
953,Santa María Chilapa de Díaz,Oaxaca
953,Santiago Ayuquililla,Oaxaca
953,Santiago Cacaloxtepec,Oaxaca
953,Santiago Chazumba,Oaxaca
953,Santiago Juxtlahuaca,Oaxaca
953,Santiago Tamazola,Oaxaca
953,Santiago Yolomécatl,Oaxaca
953,Santiago Yosondua,Oaxaca
953,Santo Domingo Tonalá,Oaxaca
953,Santos Reyes Tepejillo,Oaxaca
953,Silacayoapam,Oaxaca
953,Tezoatlán de Segura y Luna,Oaxaca
953,Tlaxiaco,Oaxaca
953,Villa de Tamazulapam del Progreso,Oaxaca
953,Villa Tejupam de la Unión,Oaxaca
953,Yetla de Juárez,Oaxaca
953,Yucuquimi de Ocampo,Oaxaca
953,Zapotitlán Palmas,Oaxaca
954,Bajos de Chila,Oaxaca
954,Camotinchan,Oaxaca
954,Chacahua,Oaxaca
954,Collantes,Oaxaca
954,Corralero,Oaxaca
954,El Carrizo,Oaxaca
954,El Ciruelo,Oaxaca
954,José María Morelos (Poza Verde),Oaxaca
954,La Reforma,Oaxaca
954,Mancuernas,Oaxaca
954,Mártires de Tacubaya,Oaxaca
954,Pinotepa de Don Luis,Oaxaca
954,Pinotepa Nacional,Oaxaca
954,Puerto Escondido,Oaxaca
954,Río Grande,Oaxaca
954,San Agustín Chayuco,Oaxaca
954,San Andrés Huaxpaltepec,Oaxaca
954,San Antonio Ocotlán,Oaxaca
954,San Antonio Tepetlapa,Oaxaca
954,San Gabriel Mixtepec,Oaxaca
954,San José del Progreso (Mp. Villa),Oaxaca
954,San José Estancia Grande,Oaxaca
954,San Juan Bautista lo de Soto,Oaxaca
954,San Juan Cabeza del Río,Oaxaca
954,San Juan Cacahuatepec,Oaxaca
954,San Juan Jicayan,Oaxaca
954,San Juan Quiahije,Oaxaca
954,San Miguel Panixtlahuaca,Oaxaca
954,San Miguel Tlacamama,Oaxaca
954,San Pedro Amuzgos,Oaxaca
954,San Pedro Atoyac,Oaxaca
954,San Pedro de Tututepec,Oaxaca
954,San Pedro Juchatengo,Oaxaca
954,San Pedro Mixtepec Distrito 22,Oaxaca
954,San Pedro Tulixtlahuaca,Oaxaca
954,San Sebastían Ixcapa,Oaxaca
954,San Vicente Piñas,Oaxaca
954,Santa Catarina Juquila,Oaxaca
954,Santa Catarina Mechoacán,Oaxaca
954,Santa Cruz Itundujia,Oaxaca
954,Santa María Cortijo,Oaxaca
954,Santa María El Rincón,Oaxaca
954,Santa María Ipalapa,Oaxaca
954,Santa María Magdalena Tiltepec,Oaxaca
954,Santa María Zacatepec,Oaxaca
954,Santiago Ixtayutla,Oaxaca
954,Santiago Jamiltepec,Oaxaca
954,Santiago Jocotepec,Oaxaca
954,Santiago Llano Grande,Oaxaca
954,Santiago Yaitepec,Oaxaca
954,Santos Reyes Nopala,Oaxaca
954,Tataltepec de Valdés,Oaxaca
954,Villa Nueva,Oaxaca
954,Zaragoza,Oaxaca
954,Zocoteaca de León,Oaxaca
958,Bahía de Huatulco (Crucesita),Oaxaca
958,Candelaria Loxicha,Oaxaca
958,Paso Ancho,Oaxaca
958,Puerto Ángel,Oaxaca
958,San Agustín Loxicha,Oaxaca
958,San Baltazar Loxicha,Oaxaca
958,San Bartolomé Loxicha,Oaxaca
958,San Francisco Cozoaltepec,Oaxaca
958,San José Chacalapa,Oaxaca
958,San Pedro Pochutla,Oaxaca
958,Santa Catarina Loxicha,Oaxaca
958,Santa María Huatulco,Oaxaca
958,Santa María Tonameca,Oaxaca
958,Santo Domingo de Morelos,Oaxaca
971,Álvaro Obregón,Oaxaca
971,Asunción Ixtaltepec,Oaxaca
971,Chicapa de Castro,Oaxaca
971,Espinal,Oaxaca
971,Ixtepec,Oaxaca
971,Juchitán,Oaxaca
971,La Venta,Oaxaca
971,La Ventosa,Oaxaca
971,Morro de Mazatan,Oaxaca
971,Salina Cruz,Oaxaca
971,San Mateo del Mar,Oaxaca
971,San Pedro Comitancillo,Oaxaca
971,San Pedro Huilotepec,Oaxaca
971,Santa María Mixtequilla,Oaxaca
971,Santa María Xadani,Oaxaca
971,Santiago Ixtaltepec,Oaxaca
971,Santo Domingo Chihuitán,Oaxaca
971,Tehuantepec,Oaxaca
971,Unión Hidalgo,Oaxaca
972,El Barrio de La Soledad,Oaxaca
972,Estación Sarabia,Oaxaca
972,Lagunas,Oaxaca
972,Matías Romero,Oaxaca
972,Mogoñe Estación,Oaxaca
972,Palomares,Oaxaca
972,San Juan Guichicovi,Oaxaca
972,Santo Domingo Petapa,Oaxaca
972,Tolosa Donají,Oaxaca
994,Chahuites,Oaxaca
994,Huamuchil,Oaxaca
994,La Esmeralda,Oaxaca
994,Rincón Juárez,Oaxaca
994,San Dionisio del Mar,Oaxaca
994,San Francisco Ixhuatán,Oaxaca
994,San Pedro Tapanatepec,Oaxaca
994,Santa María Chimalapa,Oaxaca
994,Santiago Niltepec,Oaxaca
994,Santo Domingo Ingenio,Oaxaca
994,Santo Domingo Zanatepec,Oaxaca
995,El Camarón,Oaxaca
995,Jalapa del Marque,Oaxaca
995,La Soledad Salinas,Oaxaca
995,Magdalena Tequisistlán,Oaxaca
995,Nejapa de Madero,Oaxaca
995,San Carlos Yautepec,Oaxaca
995,San Juan Juquilla Mixes,Oaxaca
995,San Pedro Huamelula,Oaxaca
995,San Pedro Quiatoni,Oaxaca
995,Santiago Astata,Oaxaca
222,Amozoc,Puebla
222,Chipilo de Francisco Javier Mina (Chipilo),Puebla
222,Cholula de Rivadabia,Puebla
222,El Oasis Valsequillo,Puebla
222,Estación San Diego,Puebla
222,Las Haras Lucero,Puebla
222,Los Angeles Tetela,Puebla
222,Martiniano Hernández (San José Xilotzingo),Puebla
222,Mazatecochco,Puebla
222,Papalotla,Puebla
222,Puebla,Puebla
222,San Andrés Azumiatla,Puebla
222,San Andrés Cholula,Puebla
222,San Baltazar Tetela,Puebla
222,San Francisco Cuapa,Puebla
222,San Francisco Ocotlán,Puebla
222,San José Tlautla,Puebla
222,San Juan Cuautlancingo,Puebla
222,San Luis Tehuiloyocan,Puebla
222,San Martín Tlamapa,Puebla
222,San Martinito,Puebla
222,San Miguel Canoa,Puebla
222,San Miguel Xoxtla,Puebla
222,San Pedro Tonantzintla,Puebla
222,San Pedro Zacachimalpa,Puebla
222,San Sebastián Aparicio,Puebla
222,Santa Clara Ocoyucan,Puebla
222,Santa Isabel Cholula,Puebla
222,Santa María Coronango,Puebla
222,Santa María Malacatepec,Puebla
222,Santa María Xonacatepec,Puebla
222,Santiago Momoxpan,Puebla
222,Santo Tomás Chautla,Puebla
222,Tlaltenango,Puebla
222,Tonantzintla,Puebla
222,Villa Vicente Guerrero,Puebla
222,Xicohtzinco,Puebla
223,La Magdalena Tetela Morelos,Puebla
223,Santa María Ixtiyucan,Puebla
223,Santa María Nenetzintla,Puebla
223,Tepatlaxco de Hidalgo,Puebla
223,Tepeaca,Puebla
224,Almolonga,Puebla
224,Atoyatempan,Puebla
224,Chigmecatitlán,Puebla
224,Huatlatlauca,Puebla
224,Huejonapan (San Antonio),Puebla
224,Molcaxac,Puebla
224,San Juan Ixcaquixtla,Puebla
224,San Luis Ajajalpan,Puebla
224,San Miguel Acuexcomac,Puebla
224,San Miguel Zacaola,Puebla
224,Santa Inés Ahuatempan,Puebla
224,Santa Isabel Tlanepantla,Puebla
224,Santo Tomás Hueyotlipán,Puebla
224,Tecali de Herrera,Puebla
224,Tepexi de Rodríguez,Puebla
224,Tochtepec,Puebla
224,Zacapala,Puebla
227,Huejotzingo,Puebla
227,San Andrés Calpan,Puebla
227,San Buenaventura Nealtican,Puebla
227,San Jeronimo Tecuanipan,Puebla
227,San Mateo Ozolco,Puebla
227,San Nicólas los Ranchos,Puebla
227,Santa Ana Xalmimilulco,Puebla
227,Santa María Atexcac,Puebla
227,Santa María Nepopualco,Puebla
231,Chignautla,Puebla
231,Ixtahuiata (La Legua),Puebla
231,Teteles,Puebla
231,Teziutlán,Puebla
232,Hueytamalco,Puebla
232,San José Acateno,Puebla
233,Ayotoxco de Guerrero,Puebla
233,Caxhuacan,Puebla
233,Cuetzalán,Puebla
233,Huehuetla,Puebla
233,Ixtepec,Puebla
233,Jonotla,Puebla
233,Mazatepec,Puebla
233,Nauzontla,Puebla
233,Ocotlán,Puebla
233,Oyameles,Puebla
233,San Miguel Tenextatiloyan,Puebla
233,Santiago Zautla,Puebla
233,Tatauzoquico,Puebla
233,Tenampulco,Puebla
233,Tlatlauquitepec,Puebla
233,Xochiapulco,Puebla
233,Xonocuautla,Puebla
233,Zacapoaxtla,Puebla
233,Zaragoza,Puebla
236,Ajalpan,Puebla
236,Altepexi,Puebla
236,Calipan,Puebla
236,San José Axuxco,Puebla
236,San José Miahuatlán,Puebla
236,San José Tilapa,Puebla
236,San Sebastián Zinacatepec,Puebla
236,Santa María del Monte,Puebla
236,Zoquitlán,Puebla
237,San Antonio Texcala,Puebla
237,San Gabriel Chilac,Puebla
237,San José Tlacuitlapan,Puebla
237,San Simon Yehualtepec,Puebla
237,Tlacotepec,Puebla
237,Zapotitlán Salinas,Puebla
238,Azumbilla,Puebla
238,José María Pino Suárez,Puebla
238,Nicolás Bravo,Puebla
238,San Marcos Necoxtla,Puebla
238,Santiago Miahuatlán,Puebla
238,Tehuacán,Puebla
